ID,Tựa đề,Link truyện,Phương thức dịch,Thể loại,Manga,Anime,CD,Ngôn ngữ gốc,Link ảnh,Tác giả,Họa sĩ,Kiểu trình bày,Tình trạng,Số like,Số từ,Số lượt đánh giá,Số lượt xem,Số lượt bình luận,Fname,ID người dịch,Người dịch,Link người dịch,ID nhóm dịch,Nhóm dịch,Link nhóm dịch,ID người tham gia,Người tham gia,Link người tham gia,Số tập,Số chương,Ngày bắt đầu,Tháng bắt đầu,Năm bắt đầu,Ngày cập nhật cuối,Tháng cập nhật cuối,Năm cập nhật cuối
26,Heavy Object,https://ln.hako.vn/truyen/26-heavy-object,Truyện dịch,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Mystery', 'Science Fiction', 'Drama', '']",Not sure,Not sure,Not sure,japanese,https://2.bp.blogspot.com/-JsTaglFIl2A/WO2vcsXvB3I/AAAAAAAAJyw/EiNi7M-HoFg/w215/series_26.jpg,Kamachi Kazuma,Nagiryo,light novel,Tạm ngưng,165.0,428597,11.0,64511,13,ヘヴィーオブジェクト,1,EmbersGlow,https://ln.hako.vn/thanh-vien/1,3,Sonata no Koe,https://ln.hako.vn/nhom-dich/3-sonata-no-koe,"11567
11907","Silverlord
OmegaSky","https://ln.hako.vn/thanh-vien/11567
https://ln.hako.vn/thanh-vien/11907",6,35,11,11,2016,29,11,2018
27,Suzumiya Haruhi,https://ln.hako.vn/truyen/27-suzumiya-haruhi,Truyện dịch,"['Comedy', 'Science Fiction', 'Romance']",Not sure,Not sure,Not sure,japanese,https://1.bp.blogspot.com/-DBJqWjI5O6Q/WO2vcwHDwNI/AAAAAAAAJy0/MlWANXm8_Vw/w215/series_27.jpg,Tanigawa Nagaru,Itou Noizi,light novel,Tạm ngưng,50.0,52286,4.0,30520,4,NOT FOUND,1,EmbersGlow,https://ln.hako.vn/thanh-vien/1,8,Solarius,https://ln.hako.vn/nhom-dich/8-solarius,NOT FOUND,NOT FOUND,NOT FOUND,1,10,11,11,2016,11,11,2016
31,Toaru Majutsu no Index,https://ln.hako.vn/truyen/31-toaru-majutsu-no-index,Truyện dịch,"['Action', 'Comedy', 'Fantasy', 'Science Fiction', 'Romance']",Not sure,Not sure,Not sure,japanese,https://3.bp.blogspot.com/-258GfyYPMPA/WO2vdY6V52I/AAAAAAAAJzE/5F9n5EIsq84/w215/series_31.jpg,Kamachi Kazuma,Haimura Kiyotaka,light novel,Đang tiến hành,666.0,1898365,35.0,807064,353,NOT FOUND,1,EmbersGlow,https://ln.hako.vn/thanh-vien/1,3,Sonata no Koe,https://ln.hako.vn/nhom-dich/3-sonata-no-koe,3948,itachi,https://ln.hako.vn/thanh-vien/3948,30,257,11,11,2016,11,11,2016
34,Phenomeno,https://ln.hako.vn/truyen/34-phenomeno,Truyện dịch,"['Horror', 'Supernatural']",Not sure,Not sure,Not sure,japanese,https://3.bp.blogspot.com/-7r_oDx-rERI/WO2vd4W8AyI/AAAAAAAAJzQ/L_lcBsaF57c/w215/series_34.jpg,Ninomae Hajime,Abe Yoshitoshi,light novel,Đã hoàn thành,101.0,59559,11.0,39616,8,NOT FOUND,1,EmbersGlow,https://ln.hako.vn/thanh-vien/1,1,Hako Translation,https://ln.hako.vn/nhom-dich/1-hako-translation,NOT FOUND,NOT FOUND,NOT FOUND,1,13,11,11,2016,11,11,2016
36,Tsuki No Sango,https://ln.hako.vn/truyen/36-tsuki-no-sango,Truyện dịch,['Drama'],Not sure,Not sure,Not sure,japanese,https://2.bp.blogspot.com/-2By0hVDU72A/WO2veDrlrVI/AAAAAAAAJzY/tJT1Ud_laoM/w215/series_36.jpg,Kinoko Nasu,"Chihiro Aikura, Takashi Takeuchi",light novel,Đã hoàn thành,122.0,15357,13.0,32603,13,NOT FOUND,1,EmbersGlow,https://ln.hako.vn/thanh-vien/1,1,Hako Translation,https://ln.hako.vn/nhom-dich/1-hako-translation,NOT FOUND,NOT FOUND,NOT FOUND,1,4,11,11,2016,11,11,2016
364,Izure Shinwa no Houkago Sensou,https://ln.hako.vn/truyen/364-izure-shinwa-no-houkago-sensou,Truyện dịch,"['Action', 'Ecchi', 'Fantasy', 'Harem', 'School Life', 'Romance', 'Super Power', '']",Not sure,Not sure,Not sure,japanese,https://1.bp.blogspot.com/-QGUCtlr-Zrs/WO2wIlCw6UI/AAAAAAAAKFw/HyPJyApWk4w/w215/series_364.jpg,Namekojirushi,Youta,light novel,Đang tiến hành,362.0,61899,11.0,55685,23,"A Ragnarok to be a Mythology
A Certain Time's Mythological After-school War
いづれ神話の放課後戦争〈ラグナロク〉",41,hyddty,https://ln.hako.vn/thanh-vien/41,30,Hyddty,https://ln.hako.vn/nhom-dich/30-hyddty,NOT FOUND,NOT FOUND,NOT FOUND,10,17,11,6,2018,26,6,2019
368,Katahane no Riku,https://ln.hako.vn/truyen/368-katahane-no-riku,Truyện dịch,"['Action', 'Drama', 'Fantasy', 'Tragedy']",Not sure,Not sure,Not sure,japanese,https://1.bp.blogspot.com/-VEKgTgfVRhw/WO2wIzk5bUI/AAAAAAAAKF0/FYA9SPVGPZI/w215/series_368.jpg,Teramachi Akeho,Fuzi Choco,light novel,Đang tiến hành,113.0,6401,7.0,15340,1,Biên niên sử Barsac ~ Phiến Dực Riku và Thuần Bạc Rook,1459,Blutskiev,https://ln.hako.vn/thanh-vien/1459,46,Blutskiev,https://ln.hako.vn/nhom-dich/46-blutskiev,NOT FOUND,NOT FOUND,NOT FOUND,1,2,31,1,2017,1,2,2017
387,Zombie no Afureta Sekai de Ore Dake ga Osowarenai,https://ln.hako.vn/truyen/387-zombie-no-afureta-sekai-de-ore-dake-ga-osowarenai,Truyện dịch,"['Adventure', 'Drama', 'Ecchi', 'Horror', 'Mystery', 'Psychological', 'Tragedy', '']",Not sure,Not sure,Not sure,japanese,https://3.bp.blogspot.com/-kl1XSdUoF9s/WO2wJ9l7CiI/AAAAAAAAKGU/ZrzC35ALEco/w215/series_387.jpg,Uraji Rokuro,Saburo,light novel,Đang tiến hành,405.0,11998,0.0,102399,3,NOT FOUND,1614,Huy Sùng,https://ln.hako.vn/thanh-vien/1614,61,Một Mình Thôi,https://ln.hako.vn/nhom-dich/61-mot-minh-thoi,NOT FOUND,NOT FOUND,NOT FOUND,2,13,7,2,2017,4,4,2017
408,Zero Kara Hajimeru Mahou No Sho,https://ln.hako.vn/truyen/408-zero-kara-hajimeru-mahou-no-sho,Truyện dịch,"['Action', 'Adventure', 'Fantasy', 'Supernatural']",Not sure,Not sure,Not sure,japanese,https://4.bp.blogspot.com/-baCe9GI59oE/WO2wLMgf3OI/AAAAAAAAKG4/NCmKM3WtoJw/w215/series_408.jpg,Kakeru Kobashiri,Yoshinori Shizuma,light novel,Đang tiến hành,190.0,62348,0.0,27190,61,NOT FOUND,8,nobrain,https://ln.hako.vn/thanh-vien/8,1,Hako Translation,https://ln.hako.vn/nhom-dich/1-hako-translation,NOT FOUND,NOT FOUND,NOT FOUND,1,7,20,2,2017,11,5,2017
418,Jinsei Reset Button,https://ln.hako.vn/truyen/418-jinsei-reset-button,Truyện dịch,"['Shounen', 'Drama', 'Mystery']",Not sure,Not sure,Not sure,japanese,https://3.bp.blogspot.com/--H_ewrC97XM/WO2wLsHvxJI/AAAAAAAAKHI/M10HPfTVreE/w215/series_418.jpg,"Kemu Voxx, Kimoto Masahiko",Hatsuko,light novel,Đang tiến hành,58.0,6613,3.0,11796,2,"Jinsei Risetto Botan
人生リセットボタン
Life Reset Button",1855,Ayano,https://ln.hako.vn/thanh-vien/1855,61,Một Mình Thôi,https://ln.hako.vn/nhom-dich/61-mot-minh-thoi,NOT FOUND,NOT FOUND,NOT FOUND,1,5,15,5,2017,10,5,2017
424,Tensei Shitara Slime datta ken,https://ln.hako.vn/truyen/424-tensei-shitara-slime-datta-ken,Truyện dịch,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Gender Bender', 'Shounen', 'Supernatural', 'Isekai', 'Slice of Life', 'Web Novel', 'Magic', '']",Yes,Yes,Not sure,japanese,https://i.docln.net/lightnovel/covers/s424-f8ee7ddd-d0d0-4f67-bb13-33667bbeb90d-m.jpg,Fuse,Kawakami Taiki (magaka),light novel,Đang tiến hành,6429.0,495527,824.0,8600595,5915,Regarding My Reincarnation as a Slime,1299,Jade Nara,https://ln.hako.vn/thanh-vien/1299,59,End of Horizon,https://ln.hako.vn/nhom-dich/59-end-of-horizon,"1861
2934
3102","Royal Hà
Ngọ Thành Long
Dante","https://ln.hako.vn/thanh-vien/1861
https://ln.hako.vn/thanh-vien/2934
https://ln.hako.vn/thanh-vien/3102",6,129,18,2,2017,30,1,2020
428,Manga wo Yomeru Ore ga Sekai Saikyou,https://ln.hako.vn/truyen/428-manga-wo-yomeru-ore-ga-sekai-saikyou,Truyện dịch,"['Adventure', 'Comedy', 'Fantasy', 'Romance', 'Slice of Life', 'Harem']",Not sure,Not sure,Not sure,japanese,https://4.bp.blogspot.com/-hTYr8lEy-cU/WO2wMD8neeI/AAAAAAAAKHU/kNktz8HIIHc/w215/series_428.jpg,Nazuna Miki,Wataame,light novel,Tạm ngưng,1092.0,70506,63.0,294268,353,"マンガを読めるおれが世界最強
I am a world's strongest, because I can read a MANGA
Tôi mạnh nhất thế giới bởi vì tôi có thể đọc được manga...",29538,Tsuyako,https://ln.hako.vn/thanh-vien/29538,1,Hako Translation,https://ln.hako.vn/nhom-dich/1-hako-translation,NOT FOUND,NOT FOUND,NOT FOUND,6,55,24,2,2017,17,8,2018
441,Kare to Hitokui no Nichijiou,https://ln.hako.vn/truyen/441-kare-to-hitokui-no-nichijiou,Truyện dịch,"['Comedy', 'Drama', 'Horror', 'Mystery', 'Romance', 'School Life', 'Supernatural', '']",Not sure,Not sure,Not sure,japanese,https://4.bp.blogspot.com/-YrZOHtNUxYo/Wb3e9KebxVI/AAAAAAAAtJc/QlkWvPNUSagdYWhd2sPbNJ31b3sQ_HC3ACHMYCw/w215/default.jpg,Kasuga Ayumu,Kamisaka Neko,light novel,Đang tiến hành,472.0,125311,24.0,71800,64,NOT FOUND,1940,Claudius,https://ln.hako.vn/thanh-vien/1940,61,Một Mình Thôi,https://ln.hako.vn/nhom-dich/61-mot-minh-thoi,NOT FOUND,NOT FOUND,NOT FOUND,4,20,19,3,2017,20,4,2017
448,Young God Divine Armaments,https://ln.hako.vn/truyen/448-young-god-divine-armaments,Truyện dịch,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'Shounen', '']",Not sure,Not sure,Not sure,japanese,https://3.bp.blogspot.com/-Zl4I565D-Os/WO2wNoDn_nI/AAAAAAAAKIA/UgcJAdLnSxY/w215/series_448.jpg,Hondou Yuuki - 本堂ゆうき,NOT FOUND,light novel,Tạm ngưng,221.0,14462,0.0,28301,3,Jingi wo Suberu Waka Kami-sama ~Senshin no Isekai Harem Funtou Ki~,1176,Cá Nóc,https://ln.hako.vn/thanh-vien/1176,48,Hit_game,https://ln.hako.vn/nhom-dich/48-hit-game,1974,tuanrias1908,https://ln.hako.vn/thanh-vien/1974,1,4,24,2,2017,7,6,2017
479,Doudemo ii sekai nante,https://ln.hako.vn/truyen/479-doudemo-ii-sekai-nante,Truyện dịch,"['Science Fiction', 'Super Power', 'Supernatural']",Not sure,Not sure,Not sure,japanese,https://4.bp.blogspot.com/-VnCTvLgg3IU/WO2wOQvNQ5I/AAAAAAAAKIY/YZ-vP_dGKGw/w215/series_479.jpg,Wataru Watari,Saitom,light novel,Đang tiến hành,85.0,29818,7.0,17643,7,"I really don't care this world
tôi thực sự chả quan tâm đến thế giới này",2137,Anime IML,https://ln.hako.vn/thanh-vien/2137,63,Crepuscolo,https://ln.hako.vn/nhom-dich/63-otaku,NOT FOUND,NOT FOUND,NOT FOUND,1,8,7,3,2017,30,3,2017
486,No Game No Life,https://ln.hako.vn/truyen/486-no-game-no-life,Truyện dịch,"['Adventure', 'Fantasy', 'Romance']",Not sure,Not sure,Not sure,japanese,https://1.bp.blogspot.com/-W4jGl-lzbAI/WO2wOvk2_eI/AAAAAAAAKIc/oljHbTZ7yiA/w215/series_486.jpg,Kamiya Yuu,Kamiya Yuu,light novel,Tạm ngưng,756.0,357404,40.0,165358,78,ノーゲーム・ノーライフ,9,Meiyaku,https://ln.hako.vn/thanh-vien/9,1,Hako Translation,https://ln.hako.vn/nhom-dich/1-hako-translation,NOT FOUND,NOT FOUND,NOT FOUND,6,24,7,3,2017,19,5,2017
497,The New Gate,https://ln.hako.vn/truyen/497-the-new-gate,Truyện dịch,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Harem', 'Super Power', 'Suspense', '']",Not sure,Not sure,Not sure,japanese,https://4.bp.blogspot.com/-THz_MMq_cYU/WO2wPVQ5JKI/AAAAAAAAKI0/AHz9DMDjlGw/w215/series_497.jpg,Kazanami Shinogi,NOT FOUND,web novel,Đang tiến hành,751.0,202242,27.0,135527,111,NOT FOUND,1974,tuanrias1908,https://ln.hako.vn/thanh-vien/1974,1,Hako Translation,https://ln.hako.vn/nhom-dich/1-hako-translation,12540,Sad_romance,https://ln.hako.vn/thanh-vien/12540,2,16,11,3,2017,22,5,2020
60,Date A Live,https://ln.hako.vn/truyen/60-date-a-live,Truyện dịch,"['Comedy', 'Harem', 'School Life', 'Science Fiction', 'Romance', 'Action', 'Ecchi', 'Fantasy', '']",Not sure,Not sure,Not sure,japanese,https://1.bp.blogspot.com/-RFGj8YBpLCs/WZxMi00AfbI/AAAAAAAApU4/uQ4ZfwlajtsQHyo5ALwV31ZtnApKDDB_ACHMYCw/w215/default.jpg,Tachibana Koushi,Tsunako,light novel,Tạm ngưng,1272.0,706851,69.0,1014664,165,NOT FOUND,25,Heartless Zombie,https://ln.hako.vn/thanh-vien/25,3,Sonata no Koe,https://ln.hako.vn/nhom-dich/3-sonata-no-koe,30,H.B.K,https://ln.hako.vn/thanh-vien/30,19,72,22,8,2017,23,8,2017
67,Kikou Shoujo wa Kizutsukanai,https://ln.hako.vn/truyen/67-kikou-shoujo-wa-kizutsukanai,Truyện dịch,"['Action', 'Fantasy', 'School Life', 'Romance']",Not sure,Not sure,Not sure,japanese,https://3.bp.blogspot.com/-lfDKZP6kqqw/WO2vi3IzLhI/AAAAAAAAJ1U/Qn1TsZcpDQ0/w215/series_67.jpg,Reiji Kaitou,Ruroo,light novel,Tạm ngưng,173.0,99432,7.0,41685,29,Unbreakable Machine Doll,41,hyddty,https://ln.hako.vn/thanh-vien/41,30,Hyddty,https://ln.hako.vn/nhom-dich/30-hyddty,NOT FOUND,NOT FOUND,NOT FOUND,2,14,11,11,2016,11,12,2016
68,Kamisu Reina,https://ln.hako.vn/truyen/68-kamisu-reina,Truyện dịch,"['Drama', 'School Life']",Not sure,Not sure,Not sure,japanese,https://4.bp.blogspot.com/-leC0fV3ISbI/WO2vjLBhnHI/AAAAAAAAJ1Y/tywe7j5AsT4/w215/series_68.jpg,Mikage Eiji,NOT FOUND,light novel,Tạm ngưng,47.0,13652,4.0,12550,3,NOT FOUND,1,EmbersGlow,https://ln.hako.vn/thanh-vien/1,8,Solarius,https://ln.hako.vn/nhom-dich/8-solarius,NOT FOUND,NOT FOUND,NOT FOUND,1,1,11,11,2016,11,11,2016
74,Shuuen no Shiori,https://ln.hako.vn/truyen/74-shuuen-no-shiori,Truyện dịch,"['Horror', 'Supernatural']",Not sure,Not sure,Not sure,japanese,https://3.bp.blogspot.com/-M-6vkrYx9lg/WO2vj2yyHvI/AAAAAAAAJ1w/PzcidroSpVM/w215/series_74.jpg,Suzumu,Komine,light novel,Tạm ngưng,89.0,41038,3.0,37385,0,Dấu trang của kết thúc,1,EmbersGlow,https://ln.hako.vn/thanh-vien/1,3,Sonata no Koe,https://ln.hako.vn/nhom-dich/3-sonata-no-koe,NOT FOUND,NOT FOUND,NOT FOUND,1,10,11,11,2016,11,11,2016
77,Hyouketsu Kyoukai no Eden,https://ln.hako.vn/truyen/77-hyouketsu-kyoukai-no-eden,Truyện dịch,"['Action', 'Drama', 'Fantasy', 'Romance', 'Harem', 'Seinen', 'Supernatural', '']",Not sure,Not sure,Not sure,japanese,https://2.bp.blogspot.com/-WEtoezRBZFc/WO2vkZDQIeI/AAAAAAAAJ18/oL2NwpoEYzU/w215/series_77.jpg,Sazane Kei,Kasukabe Akira,light novel,Đang tiến hành,699.0,469313,48.0,258907,122,NOT FOUND,25295,Crashcrane,https://ln.hako.vn/thanh-vien/25295,1,Hako Translation,https://ln.hako.vn/nhom-dich/1-hako-translation,NOT FOUND,NOT FOUND,NOT FOUND,13,59,11,11,2016,17,6,2019
8,Sayonara Piano Sonata,https://ln.hako.vn/truyen/8-sayonara-piano-sonata,Truyện dịch,"['Drama', 'Romance']",Not sure,Not sure,Not sure,japanese,https://4.bp.blogspot.com/-BtMZ7dWSY0s/WO2vaGex_JI/AAAAAAAAJxo/Rgvg3AoYvx0/w215/series_8.jpg,Sugii Hikaru,Ueda Ryo,light novel,Đã hoàn thành,338.0,359090,39.0,93608,66,Bản Sô-nát Dương Cầm Li Biệt,2,Hako-chan,https://ln.hako.vn/thanh-vien/2,3,Sonata no Koe,https://ln.hako.vn/nhom-dich/3-sonata-no-koe,10772,smile_de_vn,https://ln.hako.vn/thanh-vien/10772,5,59,26,8,2019,24,2,2020
80,Hyouka,https://ln.hako.vn/truyen/80-hyouka,Truyện dịch,"['Drama', 'Mystery', 'School Life', 'Romance']",Not sure,Not sure,Not sure,japanese,https://3.bp.blogspot.com/-28VzsLKLZ-k/WO2vk02yoHI/AAAAAAAAJ2I/s5xI6fp-6Sg/w215/series_80.jpg,Yonezawa Honobu,NOT FOUND,web novel,Đang tiến hành,1073.0,537813,114.0,398153,258,NOT FOUND,13,kysido22,https://ln.hako.vn/thanh-vien/13,3,Sonata no Koe,https://ln.hako.vn/nhom-dich/3-sonata-no-koe,NOT FOUND,NOT FOUND,NOT FOUND,7,58,11,11,2016,10,5,2018
81,Byousoku 5 Centimeter,https://ln.hako.vn/truyen/81-byousoku-5-centimeter,Truyện dịch,"['Drama', 'Slice of Life', 'Romance']",Not sure,Not sure,Not sure,japanese,https://2.bp.blogspot.com/-2AGQNpDN47M/WO2vk1hwllI/AAAAAAAAJ2M/MpAT3dHxBxU/w215/series_81.jpg,Makoto Shinkai,,light novel,Đã hoàn thành,227.0,38616,32.0,139506,15,5 centimet một giây,1,EmbersGlow,https://ln.hako.vn/thanh-vien/1,1,Hako Translation,https://ln.hako.vn/nhom-dich/1-hako-translation,NOT FOUND,NOT FOUND,NOT FOUND,5,17,11,11,2016,11,11,2016
